Building the model ...
total batches:2433
epoch:   0%|                                             | 0/10 [00:00<?, ?it/s]
Epoch 2 Batch 150 Loss 0.1029
Epoch 2 Batch 200 Loss 0.1015
Epoch 2 Batch 250 Loss 0.0997
Epoch 2 Batch 300 Loss 0.1018
Epoch 2 Batch 350 Loss 0.1012
Epoch 2 Batch 400 Loss 0.0967
Epoch 2 Batch 450 Loss 0.0944
Epoch 2 Batch 500 Loss 0.1030
Epoch 2 Batch 550 Loss 0.0996
Epoch 2 Batch 600 Loss 0.1061
Epoch 2 Batch 650 Loss 0.1048
Epoch 2 Batch 700 Loss 0.0955
Epoch 2 Batch 750 Loss 0.0876
Epoch 2 Batch 800 Loss 0.0880
Epoch 2 Batch 850 Loss 0.0787
Epoch 2 Batch 900 Loss 0.0841
Epoch 2 Batch 950 Loss 0.0883
Epoch 2 Batch 1000 Loss 0.0913
Epoch 2 Batch 1050 Loss 0.1028
Epoch 2 Batch 1100 Loss 0.1030
Epoch 2 Batch 1150 Loss 0.1243
Epoch 2 Batch 1200 Loss 0.1206
Epoch 2 Batch 1250 Loss 0.1326
Epoch 2 Batch 1300 Loss 0.1177
Epoch 2 Batch 1350 Loss 0.1289
Epoch 2 Batch 1400 Loss 0.1536
Epoch 2 Batch 1450 Loss 0.1290
Epoch 2 Batch 1500 Loss 0.0954
Epoch 2 Batch 1550 Loss 0.0944
Epoch 2 Batch 1600 Loss 0.1124
Epoch 2 Batch 1650 Loss 0.1179
Epoch 2 Batch 1700 Loss 0.1130
Epoch 2 Batch 1750 Loss 0.1174
Epoch 2 Batch 1800 Loss 0.1142
Epoch 2 Batch 1850 Loss 0.1159
Epoch 2 Batch 1900 Loss 0.1062
Epoch 2 Batch 1950 Loss 0.0950
Epoch 2 Batch 2000 Loss 0.1008
Epoch 2 Batch 2050 Loss 0.0980
Epoch 2 Batch 2100 Loss 0.0883
Epoch 2 Batch 2150 Loss 0.1012
Epoch 2 Batch 2200 Loss 0.1041
Epoch 2 Batch 2250 Loss 0.0931
Epoch 2 Batch 2300 Loss 0.1006
Epoch 2 Batch 2350 Loss 0.0983
Epoch 2 Batch 2400 Loss 0.0993Saving checkpoint for epoch 2 at E:\代码\kaikeba\文本摘要\week2\my_homework\汽车大师问答摘要与推理\data\checkpoints\training_checkpoints_pgn\epoch2.bin

Starting evaluate ...
epoch:  20%|██████▌                          | 2/10 [45:32<3:02:05, 1365.71s/it]Epoch 2 Loss 0.1040; val Loss 0.1323
Time taken for 1 epoch 1363.2055158615112 sec


Epoch 3 Batch 50 Loss 0.0824
Epoch 3 Batch 100 Loss 0.0701
Epoch 3 Batch 150 Loss 0.0782
Epoch 3 Batch 200 Loss 0.0820
Epoch 3 Batch 250 Loss 0.0798
Epoch 3 Batch 300 Loss 0.0784
Epoch 3 Batch 350 Loss 0.0824
Epoch 3 Batch 400 Loss 0.0904
Epoch 3 Batch 450 Loss 0.0857
Epoch 3 Batch 500 Loss 0.0814
Epoch 3 Batch 550 Loss 0.0944
Epoch 3 Batch 600 Loss 0.0910
Epoch 3 Batch 650 Loss 0.0809
Epoch 3 Batch 700 Loss 0.0892
Epoch 3 Batch 750 Loss 0.0858
Epoch 3 Batch 800 Loss 0.0881
Epoch 3 Batch 850 Loss 0.0795
Epoch 3 Batch 900 Loss 0.0876
Epoch 3 Batch 950 Loss 0.0934
Epoch 3 Batch 1000 Loss 0.0790
Epoch 3 Batch 1050 Loss 0.0810
Epoch 3 Batch 1100 Loss 0.0817
Epoch 3 Batch 1150 Loss 0.0775
Epoch 3 Batch 1200 Loss 0.0735
Epoch 3 Batch 1250 Loss 0.0897
Epoch 3 Batch 1300 Loss 0.0854
Epoch 3 Batch 1350 Loss 0.0855
Epoch 3 Batch 1400 Loss 0.0890
Epoch 3 Batch 1450 Loss 0.0877
Epoch 3 Batch 1500 Loss 0.0804
Epoch 3 Batch 1550 Loss 0.0862
Epoch 3 Batch 1600 Loss 0.0866
Epoch 3 Batch 1650 Loss 0.1067
Epoch 3 Batch 1700 Loss 0.1349
Epoch 3 Batch 1750 Loss 0.1288
Epoch 3 Batch 1800 Loss 0.1337
Epoch 3 Batch 1850 Loss 0.1328
Epoch 3 Batch 1900 Loss 0.1265
Epoch 3 Batch 1950 Loss 0.1243
Epoch 3 Batch 2000 Loss 0.1455
Epoch 3 Batch 2050 Loss 0.1316
Epoch 3 Batch 2100 Loss 0.1341
Epoch 3 Batch 2150 Loss 0.1226
Epoch 3 Batch 2200 Loss 0.1260
Epoch 3 Batch 2250 Loss 0.1254
Epoch 3 Batch 2300 Loss 0.1034
Epoch 3 Batch 2350 Loss 0.1186
Epoch 3 Batch 2400 Loss 0.1200
Starting evaluate ...
Epoch 3 Loss 0.0982; val Loss 0.1715
Time taken for 1 epoch 1360.6783730983734 sec

epoch:  30%|█████████▎                     | 3/10 [1:08:13<2:39:03, 1363.41s/it]
Epoch 4 Batch 50 Loss 0.0960
Epoch 4 Batch 100 Loss 0.0860
Epoch 4 Batch 150 Loss 0.0908
Epoch 4 Batch 200 Loss 0.0883
Epoch 4 Batch 250 Loss 0.0942
Epoch 4 Batch 300 Loss 0.0942
Epoch 4 Batch 350 Loss 0.0882
Epoch 4 Batch 400 Loss 0.0897
Epoch 4 Batch 450 Loss 0.0859
Epoch 4 Batch 500 Loss 0.0896
Epoch 4 Batch 550 Loss 0.0841
Epoch 4 Batch 600 Loss 0.0814
Epoch 4 Batch 650 Loss 0.0791
Epoch 4 Batch 700 Loss 0.0829
Epoch 4 Batch 750 Loss 0.0769
Epoch 4 Batch 800 Loss 0.0853
Epoch 4 Batch 850 Loss 0.0877
Epoch 4 Batch 900 Loss 0.0839
Epoch 4 Batch 950 Loss 0.0841
Epoch 4 Batch 1000 Loss 0.0874
Epoch 4 Batch 1050 Loss 0.0969
Epoch 4 Batch 1100 Loss 0.0815
Epoch 4 Batch 1150 Loss 0.0842
Epoch 4 Batch 1200 Loss 0.1017
Epoch 4 Batch 1250 Loss 0.1069
Epoch 4 Batch 1300 Loss 0.1273
Epoch 4 Batch 1350 Loss 0.1510
Epoch 4 Batch 1400 Loss 0.1267
Epoch 4 Batch 1450 Loss 0.1311
Epoch 4 Batch 1500 Loss 0.1118
Epoch 4 Batch 1550 Loss 0.1078
Epoch 4 Batch 1600 Loss 0.1210
Epoch 4 Batch 1650 Loss 0.1174
Epoch 4 Batch 1700 Loss 0.1097
Epoch 4 Batch 1750 Loss 0.1302
Epoch 4 Batch 1800 Loss 0.1479
Epoch 4 Batch 1850 Loss 0.1292
Epoch 4 Batch 1900 Loss 0.1293
Epoch 4 Batch 1950 Loss 0.1358
Epoch 4 Batch 2000 Loss 0.1320
Epoch 4 Batch 2050 Loss 0.1212
Epoch 4 Batch 2100 Loss 0.1306
Epoch 4 Batch 2150 Loss 0.1332
Epoch 4 Batch 2200 Loss 0.1220
Epoch 4 Batch 2250 Loss 0.1220
Epoch 4 Batch 2300 Loss 0.1262
Epoch 4 Batch 2350 Loss 0.0983
Epoch 4 Batch 2400 Loss 0.1066Saving checkpoint for epoch 4 at E:\代码\kaikeba\文本摘要\week2\my_homework\汽车大师问答摘要与推理\data\checkpoints\training_checkpoints_pgn\epoch4.bin

Starting evaluate ...
Epoch 4 Loss 0.1057; val Loss 0.1423
Time taken for 1 epoch 1361.9210495948792 sec

epoch:  40%|████████████▍                  | 4/10 [1:30:55<2:16:16, 1362.82s/it]
Epoch 5 Batch 50 Loss 0.0836
Epoch 5 Batch 100 Loss 0.0775
Epoch 5 Batch 150 Loss 0.0743
Epoch 5 Batch 200 Loss 0.0705
Epoch 5 Batch 250 Loss 0.0787
Epoch 5 Batch 300 Loss 0.0771
Epoch 5 Batch 350 Loss 0.0723
Epoch 5 Batch 400 Loss 0.0786
Epoch 5 Batch 450 Loss 0.0811
Epoch 5 Batch 500 Loss 0.0718
Epoch 5 Batch 550 Loss 0.0838
Epoch 5 Batch 600 Loss 0.0776
Epoch 5 Batch 650 Loss 0.0807
Epoch 5 Batch 700 Loss 0.0765
Epoch 5 Batch 750 Loss 0.0821
Epoch 5 Batch 800 Loss 0.0756
Epoch 5 Batch 850 Loss 0.0734
Epoch 5 Batch 900 Loss 0.0735
Epoch 5 Batch 950 Loss 0.0767
Epoch 5 Batch 1000 Loss 0.0753
Epoch 5 Batch 1050 Loss 0.0743
Epoch 5 Batch 1100 Loss 0.0811
Epoch 5 Batch 1150 Loss 0.0784
Epoch 5 Batch 1200 Loss 0.0783
Epoch 5 Batch 1250 Loss 0.0749
Epoch 5 Batch 1300 Loss 0.0804
Epoch 5 Batch 1350 Loss 0.0839
Epoch 5 Batch 1400 Loss 0.0787
Epoch 5 Batch 1450 Loss 0.0772
Epoch 5 Batch 1500 Loss 0.0849
Epoch 5 Batch 1550 Loss 0.0857
Epoch 5 Batch 1600 Loss 0.0764
Epoch 5 Batch 1650 Loss 0.0790
Epoch 5 Batch 1700 Loss 0.0752
Epoch 5 Batch 1750 Loss 0.0788
Epoch 5 Batch 1800 Loss 0.0819
Epoch 5 Batch 1850 Loss 0.0790
Epoch 5 Batch 1900 Loss 0.0776
Epoch 5 Batch 1950 Loss 0.0812
Epoch 5 Batch 2000 Loss 0.0706
Epoch 5 Batch 2050 Loss 0.0729
Epoch 5 Batch 2100 Loss 0.1288
Epoch 5 Batch 2150 Loss 0.1537
Epoch 5 Batch 2200 Loss 0.1432
Epoch 5 Batch 2250 Loss 0.1305
Epoch 5 Batch 2300 Loss 0.1271
Epoch 5 Batch 2350 Loss 0.0974
Epoch 5 Batch 2400 Loss 0.0976
Starting evaluate ...
Epoch 5 Loss 0.0850; val Loss 0.1531
Time taken for 1 epoch 1360.5138120651245 sec

epoch:  50%|███████████████▌               | 5/10 [1:53:35<1:53:29, 1361.99s/it]
Epoch 6 Batch 50 Loss 0.0715
Epoch 6 Batch 100 Loss 0.0714
Epoch 6 Batch 150 Loss 0.0680
Epoch 6 Batch 200 Loss 0.0667
Epoch 6 Batch 250 Loss 0.0596
Epoch 6 Batch 300 Loss 0.0616
Epoch 6 Batch 350 Loss 0.0617
Epoch 6 Batch 400 Loss 0.0605
Epoch 6 Batch 450 Loss 0.0624
Epoch 6 Batch 500 Loss 0.0626
Epoch 6 Batch 550 Loss 0.0628
Epoch 6 Batch 600 Loss 0.0593
Epoch 6 Batch 650 Loss 0.0609
Epoch 6 Batch 700 Loss 0.0613
Epoch 6 Batch 750 Loss 0.0496
Epoch 6 Batch 800 Loss 0.0488
Epoch 6 Batch 850 Loss 0.0530
Epoch 6 Batch 900 Loss 0.0473
Epoch 6 Batch 950 Loss 0.0463
Epoch 6 Batch 1000 Loss 0.0529
Epoch 6 Batch 1050 Loss 0.0623
Epoch 6 Batch 1100 Loss 0.0624
Epoch 6 Batch 1150 Loss 0.0599
Epoch 6 Batch 1200 Loss 0.0577
Epoch 6 Batch 1250 Loss 0.0554
Epoch 6 Batch 1300 Loss 0.0524
Epoch 6 Batch 1350 Loss 0.0525
Epoch 6 Batch 1400 Loss 0.0525
Epoch 6 Batch 1450 Loss 0.0496
Epoch 6 Batch 1500 Loss 0.0512
Epoch 6 Batch 1550 Loss 0.0434
Epoch 6 Batch 1600 Loss 0.0422
Epoch 6 Batch 1650 Loss 0.0532
Epoch 6 Batch 1700 Loss 0.0461
Epoch 6 Batch 1750 Loss 0.0480
Epoch 6 Batch 1800 Loss 0.0505
Epoch 6 Batch 1850 Loss 0.0477
Epoch 6 Batch 1900 Loss 0.0467
Epoch 6 Batch 1950 Loss 0.0538
Epoch 6 Batch 2000 Loss 0.0485
Epoch 6 Batch 2050 Loss 0.0486
Epoch 6 Batch 2100 Loss 0.0486
Epoch 6 Batch 2150 Loss 0.0493
Epoch 6 Batch 2200 Loss 0.0533
Epoch 6 Batch 2250 Loss 0.0478
Epoch 6 Batch 2300 Loss 0.0481
Epoch 6 Batch 2350 Loss 0.0448
Epoch 6 Batch 2400 Loss 0.0511Saving checkpoint for epoch 6 at E:\代码\kaikeba\文本摘要\week2\my_homework\汽车大师问答摘要与推理\data\checkpoints\training_checkpoints_pgn\epoch6.bin

Starting evaluate ...
epoch:  60%|██████████████████▌            | 6/10 [2:16:17<1:30:47, 1361.94s/it]Epoch 6 Loss 0.0544; val Loss 0.0872
Time taken for 1 epoch 1361.8542273044586 sec


Epoch 7 Batch 50 Loss 0.0307
Epoch 7 Batch 100 Loss 0.0343
Epoch 7 Batch 150 Loss 0.0334
Epoch 7 Batch 200 Loss 0.0324
Epoch 7 Batch 250 Loss 0.0319
Epoch 7 Batch 300 Loss 0.0372
Epoch 7 Batch 350 Loss 0.0390
Epoch 7 Batch 400 Loss 0.0413
Epoch 7 Batch 450 Loss 0.0414
Epoch 7 Batch 500 Loss 0.0403
Epoch 7 Batch 550 Loss 0.0417
Epoch 7 Batch 600 Loss 0.0448
Epoch 7 Batch 650 Loss 0.0417
Epoch 7 Batch 700 Loss 0.0486
Epoch 7 Batch 750 Loss 0.0435
Epoch 7 Batch 800 Loss 0.0399
Epoch 7 Batch 850 Loss 0.0439
Epoch 7 Batch 900 Loss 0.0511
Epoch 7 Batch 950 Loss 0.0696
Epoch 7 Batch 1000 Loss 0.0858
Epoch 7 Batch 1050 Loss 0.0864
Epoch 7 Batch 1100 Loss 0.0945
Epoch 7 Batch 1150 Loss 0.0875
Epoch 7 Batch 1200 Loss 0.0751
Epoch 7 Batch 1250 Loss 0.0736
Epoch 7 Batch 1300 Loss 0.0804
Epoch 7 Batch 1350 Loss 0.0766
Epoch 7 Batch 1400 Loss 0.0723
Epoch 7 Batch 1450 Loss 0.0628
Epoch 7 Batch 1500 Loss 0.0641
Epoch 7 Batch 1550 Loss 0.0653
Epoch 7 Batch 1600 Loss 0.0701
Epoch 7 Batch 1650 Loss 0.0733
Epoch 7 Batch 1700 Loss 0.0689
Epoch 7 Batch 1750 Loss 0.0741
Epoch 7 Batch 1800 Loss 0.0703
Epoch 7 Batch 1850 Loss 0.0706
Epoch 7 Batch 1900 Loss 0.0621
Epoch 7 Batch 1950 Loss 0.0619
Epoch 7 Batch 2000 Loss 0.0654
Epoch 7 Batch 2050 Loss 0.0696
Epoch 7 Batch 2100 Loss 0.0734
Epoch 7 Batch 2150 Loss 0.0669
Epoch 7 Batch 2200 Loss 0.0724
Epoch 7 Batch 2250 Loss 0.0720
Epoch 7 Batch 2300 Loss 0.0685
Epoch 7 Batch 2350 Loss 0.0682
Epoch 7 Batch 2400 Loss 0.0657
Starting evaluate ...
Epoch 7 Loss 0.0602; val Loss 0.1014
Time taken for 1 epoch 1362.493077993393 sec

epoch:  70%|█████████████████████▋         | 7/10 [2:38:59<1:08:06, 1362.12s/it]
Epoch 8 Batch 50 Loss 0.0432
Epoch 8 Batch 100 Loss 0.0420
Epoch 8 Batch 150 Loss 0.0439
Epoch 8 Batch 200 Loss 0.0439
Epoch 8 Batch 250 Loss 0.0410
Epoch 8 Batch 300 Loss 0.0466
Epoch 8 Batch 350 Loss 0.0428
Epoch 8 Batch 400 Loss 0.0427
Epoch 8 Batch 450 Loss 0.0421
Epoch 8 Batch 500 Loss 0.0486
Epoch 8 Batch 550 Loss 0.0412
Epoch 8 Batch 600 Loss 0.0467
Epoch 8 Batch 650 Loss 0.0462
Epoch 8 Batch 700 Loss 0.0511
Epoch 8 Batch 750 Loss 0.0502
Epoch 8 Batch 800 Loss 0.0524
Epoch 8 Batch 850 Loss 0.0507
Epoch 8 Batch 900 Loss 0.0527
Epoch 8 Batch 950 Loss 0.0555
Epoch 8 Batch 1000 Loss 0.0545
Epoch 8 Batch 1050 Loss 0.0499
Epoch 8 Batch 1100 Loss 0.0523
Epoch 8 Batch 1150 Loss 0.0515
Epoch 8 Batch 1200 Loss 0.0465
Epoch 8 Batch 1250 Loss 0.0490
Epoch 8 Batch 1300 Loss 0.0534
Epoch 8 Batch 1350 Loss 0.0492
Epoch 8 Batch 1400 Loss 0.0522
Epoch 8 Batch 1450 Loss 0.0503
Epoch 8 Batch 1500 Loss 0.0444
Epoch 8 Batch 1550 Loss 0.0507
Epoch 8 Batch 1600 Loss 0.0479
Epoch 8 Batch 1650 Loss 0.0553
Epoch 8 Batch 1700 Loss 0.0469
Epoch 8 Batch 1750 Loss 0.0522
Epoch 8 Batch 1800 Loss 0.0454
Epoch 8 Batch 1850 Loss 0.0448
Epoch 8 Batch 1900 Loss 0.0481
Epoch 8 Batch 1950 Loss 0.0477
Epoch 8 Batch 2000 Loss 0.0422
Epoch 8 Batch 2050 Loss 0.0456
Epoch 8 Batch 2100 Loss 0.0412
Epoch 8 Batch 2150 Loss 0.0376
Epoch 8 Batch 2200 Loss 0.0421
Epoch 8 Batch 2250 Loss 0.0406
Epoch 8 Batch 2300 Loss 0.0419
Epoch 8 Batch 2350 Loss 0.0431
Epoch 8 Batch 2400 Loss 0.0394Saving checkpoint for epoch 8 at E:\代码\kaikeba\文本摘要\week2\my_homework\汽车大师问答摘要与推理\data\checkpoints\training_checkpoints_pgn\epoch8.bin

Starting evaluate ...
Epoch 8 Loss 0.0468; val Loss 0.0887
Time taken for 1 epoch 1365.3618454933167 sec

epoch:  80%|██████████████████████████▍      | 8/10 [3:01:45<45:26, 1363.15s/it]
Epoch 9 Batch 50 Loss 0.0317
Epoch 9 Batch 100 Loss 0.0318
Epoch 9 Batch 150 Loss 0.0310
Epoch 9 Batch 200 Loss 0.0264
Epoch 9 Batch 250 Loss 0.0335
Epoch 9 Batch 300 Loss 0.0306
Epoch 9 Batch 350 Loss 0.0304
Epoch 9 Batch 400 Loss 0.0272
Epoch 9 Batch 450 Loss 0.0436
Epoch 9 Batch 500 Loss 0.0567
Epoch 9 Batch 550 Loss 0.0504
Epoch 9 Batch 600 Loss 0.0673
Epoch 9 Batch 650 Loss 0.0895
Epoch 9 Batch 700 Loss 0.0839
Epoch 9 Batch 750 Loss 0.1056
Epoch 9 Batch 800 Loss 0.1112
Epoch 9 Batch 850 Loss 0.1020
Epoch 9 Batch 900 Loss 0.0923
Epoch 9 Batch 950 Loss 0.0895
Epoch 9 Batch 1000 Loss 0.0806
Epoch 9 Batch 1050 Loss 0.0793
Epoch 9 Batch 1100 Loss 0.0820
Epoch 9 Batch 1150 Loss 0.0750
Epoch 9 Batch 1200 Loss 0.0739
Epoch 9 Batch 1250 Loss 0.0719
Epoch 9 Batch 1300 Loss 0.0647
Epoch 9 Batch 1350 Loss 0.0676
Epoch 9 Batch 1400 Loss 0.0608
Epoch 9 Batch 1450 Loss 0.0650
Epoch 9 Batch 1500 Loss 0.0655
Epoch 9 Batch 1550 Loss 0.0669
Epoch 9 Batch 1600 Loss 0.0616
Epoch 9 Batch 1650 Loss 0.0614
Epoch 9 Batch 1700 Loss 0.0612
Epoch 9 Batch 1750 Loss 0.0698
Epoch 9 Batch 1800 Loss 0.0628
Epoch 9 Batch 1850 Loss 0.0544
Epoch 9 Batch 1900 Loss 0.0534
Epoch 9 Batch 1950 Loss 0.0599
Epoch 9 Batch 2000 Loss 0.0639
Epoch 9 Batch 2050 Loss 0.0793
Epoch 9 Batch 2100 Loss 0.0914
Epoch 9 Batch 2150 Loss 0.1005
Epoch 9 Batch 2200 Loss 0.1068
Epoch 9 Batch 2250 Loss 0.1099
Epoch 9 Batch 2300 Loss 0.1120
Epoch 9 Batch 2350 Loss 0.0984
Epoch 9 Batch 2400 Loss 0.0877
Starting evaluate ...
epoch:  90%|█████████████████████████████▋   | 9/10 [3:24:29<22:43, 1363.41s/it]Epoch 9 Loss 0.0696; val Loss 0.1359
Time taken for 1 epoch 1363.9595954418182 sec


Epoch 10 Batch 50 Loss 0.0766
Epoch 10 Batch 100 Loss 0.0720
Epoch 10 Batch 150 Loss 0.0712
Epoch 10 Batch 200 Loss 0.0661
Epoch 10 Batch 250 Loss 0.0616
Epoch 10 Batch 300 Loss 0.0655
Epoch 10 Batch 350 Loss 0.0623
Epoch 10 Batch 400 Loss 0.0692
Epoch 10 Batch 450 Loss 0.0704
Epoch 10 Batch 500 Loss 0.0658
Epoch 10 Batch 550 Loss 0.0682
Epoch 10 Batch 600 Loss 0.0637
Epoch 10 Batch 650 Loss 0.0692
Epoch 10 Batch 700 Loss 0.0705
Epoch 10 Batch 750 Loss 0.0614
Epoch 10 Batch 800 Loss 0.0708
Epoch 10 Batch 850 Loss 0.0650
Epoch 10 Batch 900 Loss 0.0762
Epoch 10 Batch 950 Loss 0.0738
Epoch 10 Batch 1000 Loss 0.0719
Epoch 10 Batch 1050 Loss 0.0749
Epoch 10 Batch 1100 Loss 0.0796
Epoch 10 Batch 1150 Loss 0.0753
Epoch 10 Batch 1200 Loss 0.0641
Epoch 10 Batch 1250 Loss 0.0730
Epoch 10 Batch 1300 Loss 0.0649
Epoch 10 Batch 1350 Loss 0.0740
Epoch 10 Batch 1400 Loss 0.0722
Epoch 10 Batch 1450 Loss 0.0678
Epoch 10 Batch 1500 Loss 0.0692
Epoch 10 Batch 1550 Loss 0.0635
Epoch 10 Batch 1600 Loss 0.0641
Epoch 10 Batch 1650 Loss 0.0463
Epoch 10 Batch 1700 Loss 0.0502
Epoch 10 Batch 1750 Loss 0.0500
Epoch 10 Batch 1800 Loss 0.0558
Epoch 10 Batch 1850 Loss 0.0384
Epoch 10 Batch 1900 Loss 0.0348
Epoch 10 Batch 1950 Loss 0.0348
Epoch 10 Batch 2000 Loss 0.0262
Epoch 10 Batch 2050 Loss 0.0294
Epoch 10 Batch 2100 Loss 0.0312
Epoch 10 Batch 2150 Loss 0.0282
Epoch 10 Batch 2200 Loss 0.0270
Epoch 10 Batch 2250 Loss 0.0282
Epoch 10 Batch 2300 Loss 0.0311
Epoch 10 Batch 2350 Loss 0.0264
Epoch 10 Batch 2400 Loss 0.0288Saving checkpoint for epoch 10 at E:\代码\kaikeba\文本摘要\week2\my_homework\汽车大师问答摘要与推理\data\checkpoints\training_checkpoints_pgn\epoch10.bin

Starting evaluate ...
Epoch 10 Loss 0.0575; val Loss 0.0665
Time taken for 1 epoch 1363.225721359253 sec

epoch: 100%|████████████████████████████████| 10/10 [3:47:12<00:00, 1363.25s/it]

Process finished with exit code 0
